Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.09838947653770447,0.09881723313053029,0.09838947653770447,0.09838947653770447,469033600,0.09838947653770447
1980-12-15,0.09368418539130856,0.09368418539130856,0.09325642883777618,0.09325642883777618,175884800,0.09325642883777618
1980-12-16,0.08683933116716365,0.08683933116716365,0.08641158044338226,0.08641158044338226,105728000,0.08641158044338226
1980-12-17,0.08855041116476059,0.0889781679173085,0.08855041116476059,0.08855041116476059,86441600,0.08855041116476059
1980-12-18,0.09111768752336502,0.09154543847956864,0.09111768752336502,0.09111768752336502,73449600,0.09111768752336502
1980-12-19,0.09667845070362091,0.09710620724828234,0.09667845070362091,0.09667845070362091,48630400,0.09667845070362091
1980-12-22,0.1013837531208992,0.10181227501943076,0.1013837531208992,0.1013837531208992,37363200,0.1013837531208992
1980-12-23,0.10566205531358719,0.10608981189446903,0.10566205531358719,0.10566205531358719,46950400,0.10566205531358719
1980-12-24,0.11122287809848785,0.11165063476206664,0.11122287809848785,0.11122287809848785,48003200,0.11122287809848785
1980-12-26,0.12148971110582352,0.1219174676858828,0.12148971110582352,0.12148971110582352,55574400,0.12148971110582352
1980-12-29,0.12320072203874588,0.12362847860504089,0.12320072203874588,0.12320072203874588,93161600,0.12320072203874588
1980-12-30,0.1206342204949012,0.1206342204949012,0.12020647525787352,0.12020647525787354,68880000,0.12020647525787354
1980-12-31,0.11721217269407669,0.11721217269407669,0.11678441613912584,0.11678441613912582,35750400,0.11678441613912582
1981-01-02,0.11806777119636534,0.11892328500778693,0.11806777119636534,0.11806777119636536,21660800,0.11806777119636536
1981-01-05,0.11592891802790105,0.11592891802790105,0.11550117284059523,0.11550117284059525,35728000,0.11550117284059525
1981-01-06,0.11079512184661437,0.11079512184661437,0.11036736518144608,0.11036736518144608,45158400,0.11036736518144608
1981-01-07,0.10608981189446903,0.10608981189446903,0.10566205531358719,0.10566205531358719,55686400,0.10566205531358719
1981-01-08,0.10395107419725005,0.10395107419725005,0.10352332890033722,0.10352332890033722,39827200,0.10352332890033722
1981-01-09,0.10908410698175432,0.10951186364838458,0.10908410698175432,0.1090841069817543,21504000,0.1090841069817543
1981-01-12,0.10908407335955723,0.10908407335955723,0.10822857171297073,0.10822857171297073,23699200,0.10822857171297073
1981-01-13,0.1048065985819526,0.1048065985819526,0.104378841817379,0.104378841817379,23049600,0.104378841817379
1981-01-14,0.1048065721988678,0.10523432885576171,0.1048065721988678,0.1048065721988678,14291200,0.1048065721988678
1981-01-15,0.10694532096385956,0.10780082266989993,0.10694532096385956,0.10694532096385956,14067200,0.10694532096385956
1981-01-16,0.10651753468969975,0.10651753468969975,0.10608977824449539,0.10608977824449539,13395200,0.10608977824449539
1981-01-19,0.11250615119934082,0.11293390791817555,0.11250615119934082,0.11250615119934082,41574400,0.11250615119934082
1981-01-20,0.10951186364838458,0.10951186364838458,0.10908410698175432,0.1090841069817543,30083200,0.1090841069817543
1981-01-21,0.11122287809848785,0.11207838000265659,0.11122287809848785,0.11122287809848785,15904000,0.11122287809848785
1981-01-22,0.11250615119934082,0.11336166463701028,0.11250615119934082,0.11250615119934082,35548800,0.11250615119934082
1981-01-23,0.11250614024212362,0.1129338969192982,0.11207838356494904,0.11207838356494904,11222400,0.11207838356494904
1981-01-26,0.11079512184661437,0.11079512184661437,0.11036736518144608,0.11036736518144608,24640000,0.11036736518144608
1981-01-27,0.1103674141560184,0.1103674141560184,0.10951191186904907,0.10951191186904907,23699200,0.10951191186904907
1981-01-28,0.10651753468969975,0.10651753468969975,0.10608977824449539,0.10608977824449539,28156800,0.10608977824449539
1981-01-29,0.10266778258007143,0.10266778258007143,0.10224002599716187,0.10224002599716187,43904000,0.10224002599716187
1981-01-30,0.09753396379294377,0.09753396379294377,0.09667845070362091,0.09667845070362091,46188800,0.09667845070362091
1981-02-02,0.09154543847956864,0.09154543847956864,0.09111768752336502,0.09111768752336502,23766400,0.09111768752336502
1981-02-03,0.09453969448804855,0.09496744533778502,0.09453969448804855,0.09453969448804855,19152000,0.09453969448804855
1981-02-04,0.09796170145273209,0.09838944649194795,0.09796170145273209,0.09796170145273209,27865600,0.09796170145273209
1981-02-05,0.09796170145273209,0.09881720295414728,0.09796170145273209,0.09796170145273209,7929600,0.09796170145273209
1981-02-06,0.09838947653770447,0.09881723313053029,0.09838947653770447,0.09838947653770447,13865600,0.09838947653770447
1981-02-09,0.09411193623334799,0.09411193623334799,0.09325642883777618,0.09325642883777618,16755200,0.09325642883777618
1981-02-10,0.09325642883777618,0.09368418539130856,0.09325642883777618,0.09325642883777618,18345600,0.09325642883777618
1981-02-11,0.09068993302333153,0.09068993302333153,0.09026218205690384,0.09026218205690384,13843200,0.09026218205690384
1981-02-12,0.08983442374044567,0.08983442374044567,0.08940590173006058,0.08940590173006058,14560000,0.08940590173006058
